Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4
31.405,87.557,147.136,75.099,101.723
98.77,78.411,87.341,93.323,46.039
69.144,44.602,68.927,76.71,81.639
99.746,44.506,72.253,100.596,94.548
38.861,101.78,164.676,84.389,125.732
13.998,63.253,25.303,79.564,16.321
116.364,126.173,104.437,82.365,89.666
124.726,42.81,64.884,54.543,150.945
107.025,66.086,109.899,43.846,11.144
61.543,132.798,133.022,38.796,39.475
24.227,124.313,8.604,107.004,135.493
82.966,78.46,90.681,101.133,33.654
68.189,75.678,58.482,59.885,127.414
19.264,95.212,149.216,99.638,139.561
81.96,39.43,49.755,38.223,70.592
13.214,90.623,162.308,89.793,108.575
94.765,51.913,131.12,80.472,21.944
92.17,120.179,88.978,97.714,53.031
16.987,110.451,90.324,64.082,60.313
8.676,86.214,137.507,83.098,76.652
124.631,51.009,60.761,52.297,110.377
93.969,63.572,72.049,109.916,18.488
5.235,48.121,160.333,66.99,43.425
35.564,86.222,31.324,80.865,117.684
14.41,64.027,23.28,96.564,139.941
119.064,60.816,140.409,85.587,74.128
41.669,123.696,-7.855,41.422,128.514
82.272,121.809,130.566,99.08,92.813
31.106,104.857,171.382,53.84,66.896
78.109,57.281,140.797,46.101,38.854
119.033,88.265,86.973,71.144,148.944
19.984,125.047,99.515,76.269,98.1
17.419,66.64,162.854,42.158,79.123
64.685,55.798,171.816,62.976,56.038
15.442,39.137,142.514,97.219,53.619
90.256,102.985,142.302,46.408,46.814
82.265,99.901,39.067,78.012,19.029
88.98,54.478,-4.279,74.156,92.808
70.257,59.191,150.646,91.535,49.317
35.015,120.607,14.426,82.212,141.134
56.647,89.014,105.288,41.571,152.719
89.726,95.417,74.009,85.897,40.326
16.713,65.748,-12.748,69.231,90.954
95.99,98.701,129.097,66.056,113.174
113.822,113.184,68.213,37.704,59.872
85.42,97.033,52.91,74.311,17.668
105.791,92.285,128.236,73.7,119.94
8.09,83.483,88.542,39.899,144.653
16.893,41.936,40.246,88.371,3.659
48.632,77.23,-1.395,91.592,49.903
70.103,100.626,159.509,86.734,154.001
51.76,131.016,6.8,74.362,131.987
116.589,76.18,131.758,66.785,78.079
55.298,114.324,103.534,108.679,3.403
113.669,56.311,132.698,103.085,60.436
110.596,74.971,27.668,71.467,138.615
33.169,54.389,72.119,65.456,153.138
37.501,48.255,41.667,92.053,46.771
40.552,98.593,-5.201,60.137,38.118
43.978,67.568,9.636,42.062,52.884
38.851,72.571,158.766,46.596,70.251
6.158,89.074,156.149,103.015,60.191
42.691,96.516,-12.283,78.924,132.583
11.365,63.227,155.641,107.633,80.536
124.045,49.205,34.524,97.171,77.126
109.378,121.266,147.33,63.027,133.161
79.179,106.653,3.859,100.402,66.398
37.938,92.968,82.111,39.034,125.728
94.155,67.413,107.326,57.276,58.75
86.014,54.323,13.735,56.893,26.06
